Sprite Room,Monster Room,Same Room,Distance To Char,Distance To Room Center,Killed,Action Choice
0,5,0,313.531,319.098,0,1
0,5,0,272.23,328.217,0,1
0,5,0,259.16,364.518,0,1
0,5,0,298.334,405.909,0,1
0,5,0,461.879,430.551,0,1
0,5,0,397.395,330.066,0,1
0,5,0,257.758,316.15,0,1
0,5,0,367.686,352.854,0,1
0,5,0,266.611,378.323,0,1
0,5,0,368.545,362.466,0,1
0,5,0,345.72,394.413,0,1
0,5,0,436.46,381.723,0,1
0,5,0,367.011,441.111,0,1
0,5,0,287.987,391.998,0,1
0,5,0,464.404,445.601,0,1
0,5,0,263.434,361.577,0,1
0,5,0,275.504,316.834,0,1
1,5,0,188.186,259.506,0,1
0,5,0,375.802,324.553,0,1
0,5,0,320.6,424.187,0,1
0,5,0,347.91,342.702,0,1
4,5,0,323.528,359.612,0,1
0,5,0,397.985,397.771,0,1
0,5,0,381.72,425.273,0,1
0,5,0,421.89,445.461,0,1
0,5,0,486.664,464.412,0,1
0,5,0,350.325,320.157,0,1
0,5,0,320.584,421.908,0,1
0,5,0,386.235,349.647,0,1
4,5,0,287.523,343.189,0,1
0,5,0,357.228,445.673,0,1
0,5,0,438.409,472.802,0,1
5,5,1,126.194,21.8886,0,1
0,5,0,494.585,404.885,0,1
5,5,1,210.295,82.8248,0,1
2,5,0,352.342,307.415,0,1
0,5,0,502.057,480.578,0,1
0,5,0,371.601,438.053,0,1
0,5,0,298.4,316.686,0,1
0,5,0,415.626,351.335,0,1
5,5,1,78.1275,119.37,0,1
4,5,0,61.9338,134.446,0,1
0,5,0,373.67,337.298,0,1
5,5,1,192.606,91.861,0,1
0,5,0,422.321,446.836,0,1
2,2,1,102.446,47.1862,0,1
0,5,0,456.019,405.765,0,1
0,5,0,470.909,369.857,0,1
0,5,0,519.299,482.355,0,1
2,5,0,219.504,258.162,0,1
0,5,0,268.008,306.084,0,1
0,5,0,364.134,359.303,0,1
5,5,1,140.994,15.0206,0,1
0,5,0,323.707,419.37,0,1
0,5,0,410.168,413.675,0,1
0,5,0,421.514,444.042,0,1
0,5,0,355.398,444.78,0,1
5,5,1,220.941,49.4299,0,1
0,5,0,295.643,351.424,0,1
0,5,0,366.247,352.14,0,1
2,5,0,180.183,253.222,0,1
0,5,0,258.555,319.499,0,1
4,5,0,331.466,362.766,0,1
4,5,0,58.1392,131.72,0,1
0,5,0,252.111,366.153,0,1
0,5,0,509.227,484.774,0,1
0,5,0,259.154,320.527,0,1
0,5,0,414.062,432.403,0,1
2,5,0,257.913,180.252,0,1
0,5,0,346.682,422.8,0,1
0,5,0,352.41,327.566,0,1
0,5,0,431.432,467.438,0,1
0,5,0,429.582,373.339,0,1
0,5,0,442.723,389.391,0,1
0,5,0,449.749,338.576,0,1
0,5,0,310.172,326.313,0,1
2,5,0,190.167,237.526,0,1
0,5,0,259.525,305.595,0,1
0,5,0,236.403,329.495,0,1
0,5,0,377.395,336.251,0,1
0,5,0,504,482.584,0,1
0,5,0,344.378,368.957,0,1
0,5,0,262.499,305.333,0,1
0,5,0,320.54,423.401,0,1
4,5,0,113.946,173.51,0,1
0,5,0,382.371,359.532,0,1
0,5,0,285.861,381.273,0,1
2,5,0,257.263,180.717,0,1
0,5,0,338.244,327.607,0,1
0,5,0,412.122,352.008,0,1
0,5,0,266.762,378.51,0,1
0,5,0,370.806,389.93,0,1
0,5,0,318.494,383.139,0,1
0,5,0,420.9,447.925,0,1
0,5,0,403.157,404.55,0,1
0,5,0,370.58,323.508,0,1
0,5,0,373.946,337.186,0,1
0,5,0,260.842,328.661,0,1
2,5,0,319.371,243.132,0,1
0,5,0,476.899,446.221,0,1
0,5,0,277.324,327.891,0,1
0,5,0,307.95,335.951,0,1
0,5,0,478.264,380.733,0,1
2,5,0,258.007,180.164,0,1
2,5,0,200.428,105.331,0,1
0,5,0,267.045,316.499,0,1
0,5,0,298.266,405.937,0,1
0,5,0,425.513,363.04,0,1
0,5,0,353.829,351.261,0,1
0,5,0,362.375,343.607,0,1
0,5,0,359.126,418.137,0,1
0,5,0,469.757,460.449,0,1
0,5,0,295.317,383.098,0,1
5,5,1,79.3574,120.573,0,1
0,5,0,252.278,316.446,0,1
0,5,0,289.414,409.777,0,1
0,5,0,456.492,463.98,0,1
0,5,0,317.447,334.411,0,1
0,5,0,322.687,340.683,0,1
0,5,0,245.637,322.882,0,1
0,5,0,239.396,321.464,0,1
5,5,1,78.1749,119.735,0,1
0,5,0,355.668,349.577,0,1
0,5,0,445.267,441.786,0,1
0,5,0,378.493,319.693,0,1
0,5,0,368.009,341.395,0,1
0,5,0,268.925,363.482,0,1
0,5,0,265.915,314.214,0,1
0,5,0,321.251,386.837,0,1
2,2,1,99.68,72.2718,0,1
0,5,0,400.565,336.54,0,1
0,5,0,468.207,422.56,0,1
0,5,0,369.757,322.399,0,1
0,5,0,380.987,327.669,0,1
0,5,0,285.706,381.243,0,1
0,5,0,310.462,317.608,0,1
0,5,0,421.285,442.957,0,1
0,5,0,344.339,427.784,0,1
0,5,0,375.474,335.99,0,1
5,5,1,84.8879,121.161,0,1
0,5,0,482.549,485.267,0,1
0,5,0,397.431,328.765,0,1
0,5,0,307.075,403.42,0,1
0,5,0,460.007,445.037,0,1
0,5,0,455.397,404.997,0,1
5,5,1,78.0917,119.233,0,1
0,5,0,429.92,437.03,0,1
0,5,0,260.346,365.642,0,1
1,5,0,308.561,368.633,0,1
0,5,0,411.361,346.114,0,1
2,5,0,338.79,275.956,0,1
2,5,0,259.77,280.355,0,1
5,5,1,216.863,62.1205,0,1
0,5,0,367.231,440.964,0,1
5,5,1,78.8423,120.419,0,1
0,5,0,321.043,426.546,0,1
0,5,0,361.449,350.978,0,1
0,5,0,336.128,332.952,0,1
0,5,0,272.086,319.812,0,1
0,5,0,365.894,352.054,0,1
0,5,0,394.716,393.627,0,1
0,5,0,388.517,340.015,0,1
0,5,0,483.513,485.45,0,1
0,5,0,457.208,465.014,0,1
0,5,0,377.441,371.921,0,1
0,5,0,320.802,420.908,0,1
1,5,0,308.557,368.673,0,1
5,5,1,183.787,118.072,0,1
1,5,0,308.954,366.28,0,1
0,5,0,383.062,327.694,0,1
0,5,0,318.449,318.766,0,1
2,5,0,179.132,255.4,0,1
4,5,0,73.1705,142.822,0,1
0,5,0,241.27,324.389,0,1
0,5,0,295.652,335.199,0,1
0,5,0,447.06,394.72,0,1
0,5,0,461.923,432.218,0,1
0,5,0,286.44,337.75,0,1
0,5,0,344.482,327.58,0,1
0,5,0,285.762,288.203,0,1
0,5,0,396.187,328.449,0,1
0,5,0,406.577,319.182,0,1
0,5,0,341.402,454.248,0,1
0,5,0,319.762,337.123,0,1
0,5,0,343.796,368.2,0,1
0,5,0,337.216,327.613,0,1
4,5,0,325.08,353.19,0,1
0,5,0,477.245,446.218,0,1
0,5,0,333.829,300.283,0,1
0,5,0,281.735,308.033,0,1
0,5,0,300.413,339.063,0,1
0,5,0,451.071,478.62,0,1
0,5,0,407.504,410.216,0,1
1,5,0,237.612,302.941,0,1
5,5,1,214.54,42.0034,0,1
2,5,0,173.147,246.363,0,1
0,5,0,396.555,328.306,0,1
0,5,0,290.142,382.105,0,1
0,5,0,261.645,330.061,0,1
0,5,0,261.603,308.355,0,1
0,5,0,339.473,335.937,0,1
0,5,0,277.149,321.263,0,1
0,5,0,295.351,317.678,0,1
2,5,0,265.39,250.288,0,1
4,5,0,313.099,354.892,0,1
2,5,0,336.294,302.854,0,1
0,5,0,365.871,327.581,0,1
0,5,0,389.748,325.309,0,1
2,5,0,233.864,231.223,0,1
0,5,0,466.479,445.802,0,1
0,5,0,260.568,365.849,0,1
4,5,0,303.02,350.304,0,1
0,5,0,487.9,486.282,0,1
0,5,0,373.132,391.464,0,1
0,5,0,320.744,425.19,0,1
0,5,0,522.105,453.285,0,1
0,5,0,326.166,420.042,0,1
4,5,0,72.0602,143.654,0,1
0,5,0,352.902,443.299,0,1
0,5,0,440.464,386.621,0,1
0,5,0,522.959,456.286,0,1
0,5,0,421.444,443.735,0,1
2,5,0,179.998,253.599,0,1
2,5,0,327.202,256.782,0,1
0,5,0,264.048,316.385,0,1
4,5,0,263.6,289.976,0,1
0,5,0,381.911,389.819,0,1
0,5,0,325.838,340.92,0,1
4,5,0,304.241,350.861,0,1
1,5,0,208.688,294.978,0,1
0,5,0,467.711,420.292,0,1
0,5,0,269.137,316.58,0,1
0,5,0,269.918,357.998,0,1
0,5,0,349.313,327.569,0,1
0,5,0,264.16,369.089,0,1
0,5,0,453.509,479.367,0,1
1,5,0,308.555,368.69,0,1
0,5,0,428.52,319.33,0,1
0,5,0,236.932,339.311,0,1
0,5,0,294.663,309.964,0,1
0,5,0,396.213,328.453,0,1
5,5,1,219.381,54.2686,0,1
0,5,0,267.387,305.999,0,1
0,5,0,296.737,406.559,0,1
0,5,0,330.722,343.531,0,1
0,5,0,358.105,445.986,0,1
0,5,0,504.052,419.059,0,1
0,5,0,422.346,436.788,0,1
0,5,0,370.393,327.596,0,1
1,5,0,281.361,338.294,0,1
0,5,0,381.934,324.969,0,1
2,5,0,253.938,182.602,0,1
0,5,0,415.771,446.161,0,1
0,5,0,391.672,332.935,0,1
2,2,1,16.7618,107.868,1,1
2,5,0,232.753,230.071,0,1
0,5,0,262.151,313.942,0,1
0,5,0,491.034,443.522,0,1
0,5,0,303.998,305.591,0,1
0,5,0,369.299,340.272,0,1
0,5,0,305.213,337.247,0,1
0,5,0,397.382,329.978,0,1
0,5,0,309.949,326.096,0,1
5,5,1,152.263,122.351,0,1
2,2,1,18.2596,109.396,1,1
0,5,0,238.101,342.542,0,1
0,5,0,372.439,366.046,0,1
0,5,0,434.365,432.302,0,1
0,5,0,342.968,367.117,0,1
0,5,0,362.629,343.578,0,1
5,5,1,189.701,36.3678,0,1
0,5,0,326.749,327.917,0,1
0,5,0,320.543,423.469,0,1
0,5,0,371.729,387.308,0,1
0,5,0,368.423,339.925,0,1
0,5,0,403.471,404.959,0,1
1,1,1,15.3452,24.3788,1,1
0,5,0,413.24,445.128,0,1
1,1,1,20.9989,55.6952,1,1
5,5,1,15.3861,89.2213,1,1
5,5,1,15.1352,80.7938,1,1
5,5,1,16.6326,134.955,1,1
5,5,1,217.735,59.3948,0,1
0,5,0,521.823,477.678,0,1
0,5,0,317.312,334.255,0,1
0,5,0,421.153,442.13,0,1
2,5,0,234.961,232.29,0,1
0,5,0,252.238,316.152,0,1
0,5,0,376.929,336.016,0,1
0,5,0,435.404,445.972,0,1
0,5,0,346.23,387.694,0,1
0,5,0,500.818,479.296,0,1
0,5,0,366.051,327.582,0,1
5,5,1,42.4187,81.9618,0,1
0,5,0,464.947,481.944,0,1
0,5,0,447.188,394.877,0,1
0,5,0,365.646,327.58,0,1
0,5,0,360.655,418.094,0,1
5,5,1,48.9816,91.5891,0,1
0,5,0,376.779,342.878,0,1
0,5,0,312.671,312.798,0,1
0,5,0,406.328,410.873,0,1
0,5,0,293.284,335.983,0,1
4,5,0,153.005,203.502,0,1
0,5,0,288.973,388.918,0,1
0,5,0,426.341,434.472,0,1
0,5,0,369.763,363.576,0,1
0,5,0,338.489,302.293,0,1
0,5,0,421.917,445.553,0,1
0,5,0,255.307,321.431,0,1
5,5,1,125.199,110.093,0,1
0,5,0,318.842,336.037,0,1
0,5,0,373.762,337.26,0,1
0,5,0,461.839,471.698,0,1
0,5,0,489.838,438.231,0,1
0,5,0,256.145,321.689,0,1
0,5,0,467.25,482.381,0,1
4,5,0,318.784,357.468,0,1
0,5,0,417.209,408.108,0,1
1,5,0,308.626,371.378,0,1
5,5,1,220.246,51.584,0,1
0,5,0,398.066,359.002,0,1
0,5,0,492.079,441.611,0,1
0,5,0,232.208,328.424,0,1
0,5,0,359.862,321.727,0,1
0,5,0,393.845,327.94,0,1
0,5,0,294.527,334.002,0,1
0,5,0,371.547,335.959,0,1
0,5,0,267.739,331.836,0,1
0,5,0,523.655,470.846,0,1
0,5,0,402.353,386.192,0,1
5,5,1,194.776,32.5825,0,1
0,5,0,503.792,482.37,0,1
0,5,0,297.198,352.79,0,1
0,5,0,397.495,328.574,0,1
0,5,0,487.91,435.943,0,1
0,5,0,365.17,360.121,0,1
0,5,0,269.743,306.325,0,1
0,5,0,347.641,347.632,0,1
0,5,0,270.21,316.622,0,1
0,5,0,320.783,420.959,0,1
0,5,0,366.749,352.314,0,1
0,5,0,312.585,318.479,0,1
4,5,0,208.738,245.655,0,1
0,5,0,461.124,355.39,0,1
0,5,0,320.544,422.367,0,1
2,5,0,175.831,257.858,0,1
0,5,0,416.613,446.481,0,1
2,5,0,213.738,244.154,0,1
0,5,0,259.162,320.539,0,1
0,5,0,421.053,439.367,0,1
5,5,1,216.378,63.6405,0,1
1,5,0,194.461,253.756,0,1
1,5,0,186.456,275.651,0,1
0,5,0,339.493,302.72,0,1
0,5,0,316.369,318.06,0,1
0,5,0,362.284,351.18,0,1
0,5,0,264.801,305.645,0,1
0,5,0,294.959,317.66,0,1
5,5,1,208.262,89.0143,0,1
5,5,1,117.297,26.4416,0,1
0,5,0,459.117,444.899,0,1
2,5,0,210.346,100.789,0,1
1,5,0,308.641,367.981,0,1
0,5,0,349.216,440.836,0,1
0,5,0,397.863,331.658,0,1
0,5,0,399.38,399.603,0,1
0,5,0,309.983,326.129,0,1
0,5,0,309.425,325.582,0,1
0,5,0,448.191,336.274,0,1
2,5,0,254.857,246.59,0,1
5,5,1,140.445,122.243,0,1
0,5,0,367.602,394.916,0,1
0,5,0,389.336,338.922,0,1
5,5,1,170.833,19.3484,0,1
0,5,0,426.509,369.605,0,1
0,5,0,422.524,448.187,0,1
0,5,0,337.594,360.03,0,1
0,5,0,237.203,320.911,0,1
0,5,0,289.801,321.052,0,1
2,5,0,214.185,249.143,0,1
0,5,0,342.219,435.727,0,1
0,5,0,294.577,300.62,0,1
5,5,1,218.125,58.1801,0,1
0,5,0,485.497,477.001,0,1
0,5,0,364.955,442.483,0,1
0,5,0,328.002,439.17,0,1
0,5,0,293.869,382.822,0,1
0,5,0,365.614,442.043,0,1
0,5,0,386.136,367.402,0,1
0,5,0,478.507,424.813,0,1
0,5,0,365.523,412.376,0,1
0,5,0,438.801,439.822,0,1
0,5,0,287.042,289.362,0,1
4,5,0,149.969,201.172,0,1
0,5,0,274.344,316.787,0,1
0,5,0,344.759,393.833,0,1
5,5,1,169.195,103.082,0,1
0,5,0,365.223,342.971,0,1
0,5,0,422.176,429.148,0,1
5,5,1,76.9444,118.214,0,1
0,5,0,347.27,342.647,0,1
0,5,0,356.856,424.17,0,1
0,5,0,359.466,321.221,0,1
4,5,0,58.133,131.685,0,1
0,5,0,426.928,461.469,0,1
0,5,0,327.634,385.226,0,1
0,5,0,383.622,327.702,0,1
2,2,1,45.1878,99.1157,0,1
0,5,0,295.957,406.882,0,1
0,5,0,472.407,448.819,0,1
0,5,0,264.887,328.695,0,1
0,5,0,269.879,358.215,0,1
0,5,0,387.579,326.14,0,1
0,5,0,398.33,398.224,0,1
0,5,0,310.07,418.397,0,1
1,5,0,249.58,312.375,0,1
0,5,0,327.804,412.27,0,1
0,5,0,325.504,411.332,0,1
0,5,0,468.324,483.982,0,1
0,5,0,426.544,319.216,0,1
0,5,0,342.99,416.757,0,1
0,5,0,256.823,321.666,0,1
0,5,0,366.555,352.231,0,1
0,5,0,385.955,428.499,0,1
0,5,0,303.151,409.599,0,1
0,5,0,393.729,330.336,0,1
0,5,0,405.063,319.206,0,1
2,5,0,249.083,235.506,0,1
4,5,0,66.0649,138.531,0,1
0,5,0,257.556,317.487,0,1
0,5,0,400.926,401.63,0,1
4,5,0,106.829,168.093,0,1
5,5,1,215.642,65.9528,0,1
0,5,0,349.634,327.569,0,1
0,5,0,428.331,464.039,0,1
2,5,0,316.196,237.383,0,1
0,5,0,322.979,386.897,0,1
0,5,0,307.17,385.299,0,1
2,5,0,312.214,229.972,0,1
0,5,0,412.741,413.323,0,1
1,5,0,187.369,260.853,0,1
0,5,0,255.645,325.659,0,1
0,5,0,341.783,337.626,0,1
0,5,0,309.419,312.274,0,1
2,5,0,173.248,253.02,0,1
1,5,0,309.341,373.911,0,1
2,5,0,268.097,253.798,0,1
4,5,0,324.371,359.992,0,1
2,5,0,228.753,205.932,0,1
0,5,0,261.105,366.345,0,1
0,5,0,464.26,426.163,0,1
0,5,0,441.074,394.072,0,1
0,5,0,335.857,448.075,0,1
0,5,0,253.98,321.794,0,1
0,5,0,358.268,353.16,0,1
0,5,0,300.675,384.107,0,1
0,5,0,406.497,441.849,0,1
0,5,0,295.697,334.415,0,1
0,5,0,320.162,373.027,0,1
0,5,0,480.267,426.893,0,1
0,5,0,365.845,342.718,0,1
0,5,0,284.498,321.137,0,1
0,5,0,254.977,333.797,0,1
0,5,0,388.445,326.332,0,1
0,5,0,396.506,328.332,0,1
0,5,0,362.341,444.225,0,1
0,5,0,327.781,342.818,0,1
2,5,0,354.09,306.203,0,1
0,5,0,420.722,447.875,0,1
5,5,1,84.3651,121.129,0,1
0,5,0,260.096,306.469,0,1
4,5,0,254.403,326.625,0,1
0,5,0,339.836,390.963,0,1
0,5,0,315.439,368.856,0,1
1,5,0,203.513,294.091,0,1
5,5,1,159.455,122.298,0,1
0,5,0,253.339,321.835,0,1
0,5,0,281.52,381.01,0,1
0,5,0,428.285,384.018,0,1
0,5,0,425.504,433.405,0,1
0,5,0,389.598,431.091,0,1
4,5,0,58.1212,131.68,0,1
0,5,0,264.664,305.626,0,1
2,2,1,106.693,34.0538,0,1
1,5,0,212.865,295.716,0,1
0,5,0,415.819,319.076,0,1
0,5,0,271.022,331.449,0,1
0,5,0,401.123,401.888,0,1
0,5,0,524.026,462.22,0,1
1,5,0,194.605,289.903,0,1
0,5,0,365.96,441.812,0,1
0,5,0,246.128,357.371,0,1
0,5,0,354.494,387.999,0,1
0,5,0,470.331,483.951,0,1
0,5,0,277.433,335.547,0,1
0,5,0,464.125,359.828,0,1
0,5,0,262.286,316.318,0,1
2,5,0,174.551,256.455,0,1
0,5,0,395.501,319.377,0,1
0,5,0,275.881,316.849,0,1
0,5,0,492.174,487.095,0,1
2,5,0,209.353,100.553,0,1
0,5,0,290.218,321.045,0,1
0,5,0,245.949,357.091,0,1
0,5,0,463.393,414.89,0,1
0,5,0,367.692,339.773,0,1
0,5,0,397.844,331.611,0,1
0,5,0,322.77,419.867,0,1
5,5,1,121.248,24.3914,0,1
0,5,0,309.422,325.58,0,1
0,5,0,275.598,307.149,0,1
0,5,0,266.706,330.683,0,1
0,5,0,263.204,368.244,0,1
0,5,0,462.232,428.973,0,1
0,5,0,423.521,430.87,0,1
0,5,0,369.127,340.433,0,1
5,5,1,219.709,53.2491,0,1
5,5,1,131.707,110.063,0,1
0,5,0,372.75,384.462,0,1
2,5,0,315.731,236.532,0,1
0,5,0,312.181,336.172,0,1
4,5,0,329.671,362.38,0,1
0,5,0,343.423,346.61,0,1
0,5,0,298.869,335.42,0,1
0,5,0,459.835,353.485,0,1
0,5,0,418.398,359.757,0,1
0,5,0,286.161,383.414,0,1
5,5,1,211.612,64.0551,0,1
0,5,0,357.914,445.927,0,1
0,5,0,291.041,332.661,0,1
0,5,0,256.321,359.209,0,1
1,5,0,193.937,254.076,0,1
0,5,0,361.03,445.099,0,1
0,5,0,357.435,350.005,0,1
4,5,0,206.035,243.646,0,1
0,5,0,502.149,480.674,0,1
5,5,1,212.632,75.4439,0,1
2,5,0,316.234,237.454,0,1
0,5,0,411.445,427.017,0,1
0,5,0,235.837,332.334,0,1
2,2,1,103.463,43.509,0,1
0,5,0,325.535,344.192,0,1
4,5,0,69.739,140.262,0,1
0,5,0,457.722,465.756,0,1
0,5,0,369.13,394.792,0,1
0,5,0,419.59,361.207,0,1
0,5,0,299.122,405.615,0,1
0,5,0,491.693,440.516,0,1
4,5,0,75.0682,146.237,0,1
0,5,0,366.223,339.502,0,1
0,5,0,524.072,467.856,0,1
0,5,0,291.058,321.032,0,1
2,5,0,350.915,307.204,0,1
0,5,0,385.88,390.356,0,1
2,5,0,247.672,234.343,0,1
2,5,0,266.044,252.862,0,1
0,5,0,481.818,473.077,0,1
0,5,0,362.146,351.146,0,1
0,5,0,295.448,351.253,0,1
2,5,0,313.768,232.896,0,1
0,5,0,273.922,306.911,0,1
0,5,0,381.514,324.889,0,1
1,5,0,188.961,281.957,0,1
0,5,0,372.592,388.156,0,1
4,5,0,259.242,286.146,0,1
1,5,0,198.433,292.838,0,1
2,5,0,172.88,250.346,0,1
5,5,1,217.685,59.5534,0,1
4,5,0,247.864,276.419,0,1
0,5,0,319.346,320.624,0,1
2,5,0,334.9,302.44,0,1
0,5,0,414.193,349.598,0,1
0,5,0,320.808,318.884,0,1
0,5,0,421.19,438.566,0,1
0,5,0,283.405,380.792,0,1
2,2,1,107.588,31.8003,0,1
0,5,0,468.408,481.177,0,1
0,5,0,396.907,396.37,0,1
2,5,0,217.941,222.489,0,1
0,5,0,349.58,351.351,0,1
4,5,0,71.1995,142.917,0,1
0,5,0,368.709,339.987,0,1
0,5,0,262.597,325.729,0,1
2,5,0,173.08,252.164,0,1
4,5,0,156.441,206.139,0,1
2,5,0,220.826,259.604,0,1
0,5,0,444.73,331.159,0,1
0,5,0,306.801,327.422,0,1
0,5,0,252.252,316.044,0,1
0,5,0,451.328,340.911,0,1
0,5,0,435.745,320.816,0,1
0,5,0,263.918,368.876,0,1
0,5,0,425.006,319.157,0,1
0,5,0,493.258,487.302,0,1
0,5,0,281.733,380.651,0,1
0,5,0,355.515,418.736,0,1
1,5,0,308.491,369.898,0,1
0,5,0,335.009,388.394,0,1
0,5,0,487.162,486.142,0,1
0,5,0,462.116,433.253,0,1
5,5,1,56.5804,96.0211,0,1
0,5,0,432.654,409.882,0,1
2,5,0,249.332,235.714,0,1
0,5,0,399.394,419.245,0,1
0,5,0,282.292,337.251,0,1
0,5,0,320.599,424.18,0,1
0,5,0,348.933,320.642,0,1
0,5,0,268.611,372.895,0,1
5,5,1,143.773,13.5581,0,1
0,5,0,287.086,381.512,0,1
0,5,0,371.705,356.126,0,1
0,5,0,267.502,316.517,0,1
2,5,0,255.297,181.855,0,1
0,5,0,308.959,327.281,0,1
0,5,0,422.036,448.174,0,1
0,5,0,388.241,326.286,0,1
0,5,0,423.78,434.491,0,1
5,5,1,198.5,44.7683,0,1
0,5,0,421.043,441.032,0,1
5,5,1,219.896,52.6676,0,1
0,5,0,372.49,366.138,0,1
0,5,0,342.871,304.147,0,1
0,5,0,358.283,320.974,0,1
0,5,0,460.406,469.63,0,1
4,5,0,58.1148,131.679,0,1
1,5,0,194.18,289.463,0,1
0,5,0,309.849,327.188,0,1
0,5,0,490.302,486.739,0,1
0,5,0,427.081,461.81,0,1
0,5,0,263.84,310.906,0,1
0,5,0,470.277,483.874,0,1
0,5,0,332.339,428.073,0,1
0,5,0,440.863,380.791,0,1
2,5,0,175.805,257.843,0,1
0,5,0,326.867,423.72,0,1
0,5,0,261.785,359.968,0,1
2,5,0,225.765,222.807,0,1
0,5,0,444.661,404.759,0,1
0,5,0,350.129,348.383,0,1
0,5,0,309.588,417.783,0,1
0,5,0,257.594,317.578,0,1
2,5,0,315.059,235.294,0,1
5,5,1,218.134,58.1514,0,1
0,5,0,365.049,360.025,0,1
0,5,0,266.5,377.173,0,1
4,5,0,320.191,358.104,0,1
4,5,0,72.6524,142.435,0,1
2,5,0,267.48,252.572,0,1
0,5,0,355.492,349.535,0,1
4,5,0,256.218,283.522,0,1
0,5,0,372.323,385.645,0,1
0,5,0,404.829,406.732,0,1
0,5,0,432.319,468.235,0,1
0,5,0,344.668,327.579,0,1
0,5,0,257.505,324.63,0,1
5,5,1,207.531,77.0628,0,1
0,5,0,312.791,312.818,0,1
0,5,0,364.281,425.17,0,1
0,5,0,267.032,331.042,0,1
0,5,0,397.144,327.973,0,1
0,5,0,262.382,309.262,0,1
0,5,0,492.617,487.18,0,1
0,5,0,441.878,381.965,0,1
0,5,0,450.279,478.357,0,1
0,5,0,361.114,445.043,0,1
0,5,0,489.734,438.107,0,1
0,5,0,276.519,321.274,0,1
5,5,1,204.944,97.7896,0,1
0,5,0,363.297,443.588,0,1
0,5,0,407.293,402.958,0,1
0,5,0,364.374,351.686,0,1
0,5,0,477.599,454.601,0,1
0,5,0,362.284,338.941,0,1
0,5,0,272.026,306.644,0,1
0,5,0,482.22,386.584,0,1
0,5,0,450.884,455.89,0,1
0,5,0,356.527,349.785,0,1
1,5,0,192.052,255.401,0,1
0,5,0,361.673,444.671,0,1
0,5,0,464.47,475.494,0,1
0,5,0,314.632,320.678,0,1
1,5,0,187.481,278.692,0,1
0,5,0,423.491,436.294,0,1
0,5,0,423.591,360.793,0,1
0,5,0,331.864,327.662,0,1
1,5,0,270.013,328.847,0,1
0,5,0,301.82,398.389,0,1
0,5,0,369.023,388.726,0,1
0,5,0,405.081,407.061,0,1
0,5,0,270.295,328.405,0,1
0,5,0,321.544,374.248,0,1
0,5,0,284.243,386.568,0,1
0,5,0,327.915,341.078,0,1
0,5,0,523.245,472.823,0,1
0,5,0,293.955,327.593,0,1
0,5,0,376.304,336.465,0,1
0,5,0,266.557,376.848,0,1
0,5,0,260.283,365.583,0,1
0,5,0,366.255,360.384,0,1
0,5,0,352.248,417.971,0,1
5,5,1,220.27,51.508,0,1
0,5,0,364.986,335.941,0,1
0,5,0,475.646,376.863,0,1
0,5,0,417.414,358.554,0,1
1,5,0,199.292,293.228,0,1
0,5,0,342.382,437.325,0,1
4,5,0,234.581,312.929,0,1
0,5,0,337.564,387.397,0,1
0,5,0,410.678,425.314,0,1
0,5,0,521.578,478.303,0,1
4,5,0,320.872,348.287,0,1
0,5,0,479.613,484.712,0,1
5,5,1,183.295,30.3718,0,1
0,5,0,337.944,302.06,0,1
0,5,0,376.347,336.455,0,1
5,5,1,176.976,120.03,0,1
0,5,0,422.359,446.95,0,1
0,5,0,466.111,418.261,0,1
0,5,0,373.369,382.754,0,1
0,5,0,398.653,333.336,0,1
1,5,0,240.816,305.364,0,1
5,5,1,96.808,37.6171,0,1
0,5,0,385.087,325.604,0,1
0,5,0,470.087,483.599,0,1
0,5,0,371.775,387.18,0,1
0,5,0,317.163,386.682,0,1
1,5,0,263.446,323.516,0,1
4,5,0,84.3129,151.152,0,1
0,5,0,463.505,358.911,0,1
0,5,0,447.388,460.697,0,1
0,5,0,287.13,412.01,0,1
0,5,0,340.877,337.582,0,1
0,5,0,246.483,357.922,0,1
0,5,0,465.025,439.484,0,1
0,5,0,396.793,396.227,0,1
0,5,0,343.325,438.233,0,1
5,5,1,215.492,66.4228,0,1
2,5,0,266.406,251.354,0,1
0,5,0,362.679,388.368,0,1
2,5,0,254.047,182.542,0,1
1,5,0,310.896,377.393,0,1
2,5,0,180.111,253.367,0,1
0,5,0,320.753,425.239,0,1
2,5,0,257.038,242.383,0,1
0,5,0,327.578,423.086,0,1
0,5,0,347.692,347.644,0,1
0,5,0,260.458,305.06,0,1
4,5,0,224.542,257.627,0,1
0,5,0,267.57,306.024,0,1
0,5,0,266.899,374.894,0,1
0,5,0,443.119,441.16,0,1
2,5,0,266.676,282.492,0,1
0,5,0,291.335,296.813,0,1
0,5,0,286.096,317.273,0,1
0,5,0,258.895,326.645,0,1
0,5,0,461.961,429.951,0,1
0,5,0,419.585,411.475,0,1
0,5,0,373.463,337.387,0,1
4,5,0,62.5938,135.564,0,1
0,5,0,297.234,406.357,0,1
0,5,0,381.832,321.756,0,1
0,5,0,320.584,424.027,0,1
0,5,0,481.518,472.759,0,1
0,5,0,349.967,348.196,0,1
2,5,0,223,222.473,0,1
2,5,0,305.204,293.711,0,1
5,5,1,78.1968,119.846,0,1
5,5,1,53.4865,65.6252,0,1
0,5,0,367.359,361.862,0,1
0,5,0,377.715,336.2,0,1
