Sprite Room,Monster Room,Same Room,Distance To Char,Distance To Room Center,Killed,Action Choice
0,5,0,284.855,388.475,0,2
0,5,0,401.33,367.326,0,2
0,5,0,286.606,388.219,0,2
0,5,0,385.778,388.572,0,2
3,2,0,110.448,109.682,0,3
2,5,0,256.281,174.851,0,3
1,2,0,80.055,132.777,0,3
1,2,0,154.423,130.825,0,3
2,5,0,18.732,121.236,1,3
1,2,0,71.517,166.919,0,3
2,5,0,268.64,166.868,0,3
2,5,0,272.316,190.608,0,3
2,5,0,116.616,144.454,0,3
2,5,0,326.995,279.071,0,3
2,5,0,241.176,121.362,0,3
3,2,0,28.9285,44.8941,0,3
2,5,0,336.663,226.916,0,3
2,5,0,87.2107,123.715,0,3
2,5,0,228.775,120.458,0,3
2,5,0,321.085,229.42,0,3
2,5,0,34.012,129.645,0,3
2,5,0,28.4483,110.667,0,3
2,5,0,225.792,134.719,0,3
2,5,0,193.156,87.3882,0,3
1,2,0,79.6497,132.88,0,3
2,5,0,176.706,125.004,0,3
3,2,0,69.5442,89.7437,0,3
2,5,0,220.835,154.066,0,3
2,5,0,348.502,230.436,0,3
3,2,0,16.8688,35.4328,0,3
2,5,0,27.2917,124.809,0,3
1,2,0,69.875,136.036,0,3
2,5,0,306.097,206.934,0,3
2,5,0,38.0456,119.104,0,3
2,5,0,76.3131,108.434,0,3
3,2,0,158.795,150.883,0,3
2,5,0,232.709,121.758,0,3
3,2,0,226.879,230.26,0,3
1,2,0,74.2071,134.448,0,3
1,2,0,116.767,219.57,0,3
2,5,0,302.363,220.253,0,3
2,5,0,120.827,126.781,0,3
3,2,0,153.946,172.063,0,3
1,2,0,64.9581,163.496,0,3
3,2,0,219.609,222.577,0,3
2,5,0,261.974,170.707,0,3
1,2,0,153.707,131.043,0,3
2,5,0,113.308,125.701,0,3
2,5,0,18.0642,114.067,0,3
1,2,0,158.13,135.177,0,3
2,5,0,151.801,111.208,0,3
2,5,0,200.339,119.976,0,3
1,2,0,165.487,133.05,0,3
2,5,0,235.208,121.138,0,3
2,5,0,221.09,211.574,0,3
2,5,0,166.584,135.181,0,3
1,2,0,79.7695,132.666,0,3
2,5,0,49.1788,125.773,0,3
1,2,0,163.735,133.549,0,3
2,5,0,44.7375,119.344,0,3
2,5,0,212.379,156.715,0,3
2,5,0,232.178,168.761,0,3
2,5,0,153.549,121.09,0,3
2,5,0,205.316,119.649,0,3
1,2,0,157.148,131.344,0,3
2,5,0,52.6071,121.206,0,3
2,5,0,188.87,128.69,0,3
2,5,0,48.4773,106.95,0,3
2,5,0,71.7451,138.462,0,3
2,5,0,314.776,226.92,0,3
2,5,0,274.949,196.074,0,3
2,5,0,77.4983,122.082,0,3
1,2,0,60.7926,156.181,0,3
2,5,0,280.754,199.263,0,3
2,5,0,15.0953,111.626,1,3
2,5,0,20.9269,119.399,1,3
2,5,0,183.448,106.351,0,3
2,5,0,342.972,287.115,0,3
2,5,0,202.711,192.357,0,3
1,2,0,98.4168,156.524,0,3
1,2,0,106.75,208.222,0,3
3,2,0,203.776,206.43,0,3
3,2,0,254.734,264.549,0,3
2,5,0,156.179,120.639,0,3
2,5,0,153.9,121.062,0,3
3,2,0,260.595,264.16,0,3
2,5,0,106.204,117.011,0,3
3,2,0,19.7345,37.676,0,3
2,5,0,145.925,121.181,0,3
2,5,0,252.853,112.825,0,3
3,2,0,108.534,108.147,0,3
2,5,0,141.423,120.298,0,3
3,2,0,76.9499,82.8603,0,3
2,5,0,277.054,196.983,0,3
1,2,0,79.3918,135.794,0,3
2,5,0,22.4801,121.159,0,3
2,5,0,280.749,199.335,0,3
2,5,0,236.908,104.964,0,3
2,5,0,155.298,133.669,0,3
2,5,0,277.612,197.932,0,3
3,2,0,255.242,264.065,0,3
2,5,0,280.552,199.483,0,3
2,5,0,28.7862,128.456,0,3
2,5,0,31.6359,121.036,0,3
2,5,0,19.1523,121.269,1,3
3,2,0,29.9372,45.6876,0,3
3,2,0,25.7023,42.3581,0,3
3,2,0,15.5084,34.3695,1,3
1,2,0,144.713,139.288,0,3
3,2,0,57.9269,74.5826,0,3
2,5,0,235.13,121.137,0,3
2,5,0,240.342,229.807,0,3
2,5,0,49.7005,121.134,0,3
2,5,0,18.7334,121.253,1,3
2,5,0,319.468,229.125,0,3
3,2,0,66.7527,74.7616,0,3
2,5,0,210.15,107.484,0,3
2,5,0,261.644,170.289,0,3
2,5,0,199.593,189.581,0,3
2,5,0,239.593,121.133,0,3
1,2,0,59.4587,147.98,0,3
2,5,0,236.478,120.993,0,3
2,5,0,151.246,120.987,0,3
2,5,0,147.852,121.081,0,3
1,2,0,65.776,164.603,0,3
2,5,0,33.056,125.885,0,3
2,5,0,209.226,120.643,0,3
2,5,0,233.814,137.266,0,3
1,2,0,74.7375,134.277,0,3
2,5,0,104.454,138.323,0,3
5,2,0,15.4232,175.018,1,3
1,2,0,164.855,133.228,0,3
1,2,0,80.146,132.737,0,3
2,5,0,170.696,108.699,0,3
2,5,0,73.2642,122.079,0,3
2,5,0,145.586,131.229,0,3
2,5,0,161.454,155.746,0,3
1,2,0,107.223,207.522,0,3
2,5,0,33.0455,109.472,0,3
2,5,0,233.836,121.365,0,3
2,5,0,15.0703,115.217,1,3
2,5,0,186.048,120.07,0,3
2,5,0,224.451,164.361,0,3
2,5,0,255.976,114.418,0,3
2,5,0,253.357,182.057,0,3
1,2,0,78.1325,133.278,0,3
1,2,0,156.127,131.078,0,3
2,5,0,224.763,147.654,0,3
2,5,0,147.54,151.601,0,3
1,2,0,125.272,127.281,0,3
2,5,0,68.6243,124.348,0,3
1,2,0,62.2211,159.176,0,3
2,5,0,38.9653,127.16,0,3
2,5,0,241,121.335,0,3
2,5,0,96.1189,132.79,0,3
1,2,0,90.0993,161.337,0,3
2,5,0,26.6517,121.058,0,3
2,5,0,151.96,96.082,0,3
2,5,0,264.525,189.493,0,3
3,2,0,231.9,226.723,0,3
2,5,0,91.1614,123.997,0,3
2,5,0,16.2034,123.217,0,3
2,5,0,240.067,121.18,0,3
2,5,0,349.71,230.011,0,3
2,5,0,141.734,121.73,0,3
1,2,0,108.876,210.741,0,3
3,2,0,233.29,237.117,0,3
1,2,0,147.816,129.891,0,3
2,5,0,241.333,121.386,0,3
2,5,0,138.831,138.398,0,3
2,5,0,112.631,142.378,0,3
2,5,0,187.268,178.054,0,3
2,5,0,233.775,120.779,0,3
2,5,0,18.1968,122.945,1,3
1,2,0,145.51,129.582,0,3
2,5,0,261.871,187.957,0,3
2,5,0,147.687,121.089,0,3
1,2,0,65.3508,138.21,0,3
2,5,0,236.021,214.122,0,3
3,2,0,75.4399,81.6576,0,3
2,5,0,272.428,194.435,0,3
2,5,0,278.045,198.197,0,3
2,5,0,151.63,121.031,0,3
2,5,0,349.678,229.879,0,3
1,2,0,106.037,153.616,0,3
3,2,0,18.804,36.9472,0,3
3,2,0,33.8575,48.7739,0,3
2,5,0,143.605,121.435,0,3
2,5,0,144.325,116.995,0,3
2,5,0,238.82,121.059,0,3
1,2,0,106.617,125.889,0,3
1,2,0,141.05,140.467,0,3
2,5,0,91.946,124.055,0,3
1,2,0,77.652,125.731,0,3
1,2,0,72.7356,168.435,0,3
2,5,0,83.8863,123.493,0,3
3,2,0,20.7198,38.4481,0,3
3,2,0,249.367,263.546,0,3
2,5,0,145.243,121.264,0,3
1,2,0,143.786,130.231,0,3
2,5,0,141.706,121.742,0,3
2,5,0,217.627,124.444,0,3
2,5,0,233.239,159.591,0,3
2,5,0,143.631,159.721,0,3
2,5,0,43.3004,121.616,0,3
2,5,0,205.393,119.674,0,3
1,2,0,134.426,128.228,0,3
2,5,0,142.86,118.577,0,3
2,5,0,158.124,84.966,0,3
2,5,0,254.607,113.718,0,3
2,5,0,320.636,223.574,0,3
2,5,0,152.927,165.322,0,3
2,5,0,16.586,123.262,0,3
2,5,0,149.304,112.759,0,3
2,5,0,239.967,121.166,0,3
2,5,0,199.395,189.426,0,3
2,5,0,32.73,125.82,0,3
2,5,0,347.327,288.801,0,3
2,5,0,96.1181,144.185,0,3
2,5,0,229.984,152.926,0,3
2,5,0,239.911,121.171,0,3
2,5,0,35.7919,130.053,0,3
1,2,0,149.868,130.173,0,3
2,5,0,73.4478,125.894,0,3
2,5,0,48.5916,125.705,0,3
2,5,0,160.281,121.626,0,3
1,2,0,155.231,131.175,0,3
2,5,0,168.296,161.416,0,3
2,5,0,142.833,121.546,0,3
2,5,0,234.169,121.287,0,3
2,5,0,211.024,107.567,0,3
2,5,0,234.155,161.201,0,3
2,5,0,197.309,131.945,0,3
1,2,0,67.144,166.341,0,3
2,5,0,145.442,121.225,0,3
1,2,0,114.018,215.644,0,3
2,5,0,169.087,137.346,0,3
3,2,0,120.636,117.88,0,3
3,2,0,254.229,261.602,0,3
2,5,0,186.785,127.973,0,3
2,5,0,43.7627,119.395,0,3
1,2,0,63.8087,137.441,0,3
2,5,0,17.5892,120.268,1,3
1,2,0,136.605,128.476,0,3
1,2,0,157.578,131.297,0,3
3,2,0,257.663,256.919,0,3
2,5,0,266.607,190.829,0,3
2,5,0,46.22,128.954,0,3
2,5,0,140.945,120.914,0,3
2,5,0,69.2442,124.627,0,3
1,2,0,131.671,127.926,0,3
2,5,0,33.4467,124.132,0,3
2,5,0,241.239,121.369,0,3
1,2,0,151.265,137.24,0,3
2,5,0,142.527,121.423,0,3
2,5,0,243.565,187.659,0,3
1,2,0,64.4064,157.05,0,3
2,5,0,23.0453,112.319,0,3
2,5,0,206.749,168.375,0,3
2,5,0,20.8458,119.672,1,3
2,5,0,158.442,121.466,0,3
2,5,0,253.446,181.918,0,3
2,5,0,19,124.25,1,3
2,5,0,86.4092,123.66,0,3
2,5,0,21.14,120.992,1,3
2,5,0,260.572,116.791,0,3
2,5,0,251.206,192.434,0,3
2,5,0,15.1538,123.1,1,3
2,5,0,259.638,186.31,0,3
2,5,0,320.973,229.512,0,3
1,2,0,64.1972,138.902,0,3
2,5,0,238.017,118.256,0,3
1,2,0,69.2559,168.816,0,3
1,2,0,75.7819,130.26,0,3
1,2,0,75.1987,134.132,0,3
2,5,0,213.833,158.348,0,3
2,5,0,215.571,108.363,0,3
2,5,0,310.799,224.844,0,3
3,2,0,255.093,264.399,0,3
2,5,0,29.9636,121.055,0,3
2,5,0,17.1349,123.326,0,3
3,2,0,255.241,263.864,0,3
2,5,0,52.7673,121.256,0,3
2,5,0,222.028,120.196,0,3
3,2,0,61.3053,77.6556,0,3
2,5,0,239.511,121.116,0,3
1,2,0,62.3577,159.425,0,3
2,5,0,228.018,121.869,0,3
2,5,0,174.473,164.431,0,3
1,2,0,152.694,130.957,0,3
2,5,0,236.696,120.999,0,3
2,5,0,237.94,120.999,0,3
2,5,0,190.735,146.221,0,3
1,2,0,79.7905,132.668,0,3
2,5,0,206.022,148.378,0,3
1,2,0,165.584,133.023,0,3
2,5,0,254.074,166.234,0,3
2,5,0,314.602,212.45,0,3
2,5,0,201.793,146.78,0,3
2,5,0,244.237,188.022,0,3
2,5,0,19.9833,126.471,1,3
3,2,0,80.5225,95.1927,0,3
2,5,0,217.466,208.937,0,3
2,5,0,143.116,121.504,0,3
2,5,0,160.756,108.24,0,3
2,5,0,246.88,166.077,0,3
2,5,0,182.267,126.52,0,3
2,5,0,282.56,201.095,0,3
2,5,0,241.263,121.373,0,3
2,5,0,210.648,93.4424,0,3
1,2,0,154.073,131.075,0,3
1,2,0,155.561,131.204,0,3
2,5,0,227.296,126.886,0,3
2,5,0,237.713,120.993,0,3
2,5,0,141.033,120.798,0,3
2,5,0,164.564,135.805,0,3
2,5,0,224.036,147.17,0,3
2,5,0,321.715,221.283,0,3
2,5,0,236.513,140.163,0,3
1,2,0,89.4785,127.709,0,3
1,2,0,164.573,133.308,0,3
2,5,0,61.5052,121.507,0,3
1,2,0,150.561,137.457,0,3
2,5,0,218.537,161.004,0,3
2,5,0,268.429,167.34,0,3
2,5,0,207.889,137.078,0,3
2,5,0,19.4329,120.784,1,3
2,5,0,27.472,110.946,0,3
2,5,0,19.0249,122.999,0,3
2,5,0,109.962,147.473,0,3
2,5,0,240,121.177,0,3
2,5,0,20.0135,121.635,0,3
2,5,0,223.632,146.88,0,3
2,5,0,174.411,139.782,0,3
3,2,0,79.6584,94.4029,0,3
1,2,0,149.121,130.07,0,3
2,5,0,144.246,121.37,0,3
3,2,0,153.642,171.769,0,3
2,5,0,19.6365,121.639,1,3
2,5,0,349.853,287.868,0,3
2,5,0,320.297,220.723,0,3
2,5,0,278.268,198.334,0,3
2,5,0,132.972,143.192,0,3
1,2,0,60.0933,142.504,0,3
2,5,0,244.876,176.739,0,3
2,5,0,145.023,143.868,0,3
2,5,0,25.0876,121.605,0,3
2,5,0,175.043,154.137,0,3
1,2,0,151.683,130.871,0,3
2,5,0,317.914,214.96,0,3
2,5,0,240.959,121.328,0,3
2,5,0,266.351,168.424,0,3
2,5,0,198.884,115.935,0,3
1,2,0,149.955,130.726,0,3
2,5,0,170.924,136.357,0,3
2,5,0,148.861,120.939,0,3
2,5,0,143.306,121.477,0,3
2,5,0,69.2261,122.661,0,3
3,2,0,33.8989,52.7744,0,3
1,2,0,143.527,129.324,0,3
2,5,0,234.076,121.308,0,3
1,2,0,84.9775,125.428,0,3
2,5,0,242.267,171.884,0,3
2,5,0,248.147,123.221,0,3
2,5,0,66.1088,122.514,0,3
2,5,0,117.534,144.941,0,3
2,5,0,149.597,121.029,0,3
2,5,0,231.054,122.558,0,3
2,5,0,208.315,197.687,0,3
2,5,0,228.803,124.492,0,3
2,5,0,20.338,123.736,0,3
2,5,0,283.422,200.576,0,3
2,5,0,238.19,118.357,0,3
2,5,0,145.94,115.439,0,3
2,5,0,342.1,286.725,0,3
2,5,0,169.362,175.716,0,3
2,5,0,194.745,130.889,0,3
1,2,0,59.1905,150.031,0,3
2,5,0,236.19,121.025,0,3
2,5,0,221.69,126.77,0,3
2,5,0,32.3389,125.742,0,3
2,5,0,239.249,121.082,0,3
2,5,0,65.4485,123.581,0,3
2,5,0,226.267,165.296,0,3
1,2,0,150.572,130.778,0,3
2,5,0,165.51,103.242,0,3
2,5,0,246.036,122.594,0,3
2,5,0,232.906,158.998,0,3
1,2,0,64.9463,163.479,0,3
2,5,0,226.087,138.61,0,3
3,2,0,234.533,238.459,0,3
1,2,0,65.8707,137.922,0,3
2,5,0,144.695,116.623,0,3
2,5,0,258.131,115.527,0,3
2,5,0,239.46,143.446,0,3
2,5,0,241.312,121.382,0,3
2,5,0,241.2,121.37,0,3
3,2,0,130.647,126.028,0,3
1,2,0,106.008,153.587,0,3
2,5,0,240.844,121.308,0,3
2,5,0,234.276,121.29,0,3
2,5,0,265.927,119.592,0,3
2,5,0,142.236,119.302,0,3
2,5,0,218.296,124.789,0,3
1,2,0,111.402,212.431,0,3
2,5,0,166.287,108.059,0,3
2,5,0,141.773,119.862,0,3
2,5,0,203.728,134.947,0,3
3,2,0,117.274,115.169,0,3
2,5,0,116.414,126.098,0,3
1,2,0,121.231,224.182,0,3
2,5,0,242.219,146.604,0,3
1,2,0,74.9704,134.204,0,3
2,5,0,264.198,188.731,0,3
1,2,0,150.836,130.8,0,3
2,5,0,83.9056,141.322,0,3
2,5,0,237.416,120.988,0,3
1,2,0,153.473,131.023,0,3
2,5,0,281.705,200.383,0,3
2,5,0,253.094,181.856,0,3
2,5,0,231.539,122.282,0,3
2,5,0,142.593,121.595,0,3
2,5,0,322.519,222.387,0,3
1,2,0,156.789,131.177,0,3
2,5,0,61.6033,122.32,0,3
3,2,0,248.015,261.812,0,3
2,5,0,209.25,197.036,0,3
2,5,0,143.754,117.592,0,3
2,5,0,201.586,191.296,0,3
2,5,0,209.169,107.423,0,3
1,2,0,140.136,140.765,0,3
2,5,0,170.725,138.469,0,3
2,5,0,232.643,121.772,0,3
2,5,0,198.596,110.365,0,3
2,5,0,42.3141,119.443,0,3
1,2,0,67.3663,137.155,0,3
2,5,0,314.771,218.521,0,3
1,2,0,159.652,134.728,0,3
2,5,0,233.343,159.772,0,3
1,2,0,116.337,219.11,0,3
2,5,0,148.628,113.241,0,3
1,2,0,78.7116,132.604,0,3
2,5,0,101.408,116.327,0,3
2,5,0,272.741,194.91,0,3
2,5,0,142.05,119.525,0,3
3,2,0,126.319,122.486,0,3
2,5,0,272.526,194.481,0,3
2,5,0,32.1219,120.03,0,3
2,5,0,266.882,176.987,0,3
2,5,0,234.698,116.353,0,3
1,2,0,70.7432,165.93,0,3
2,5,0,264.129,118.647,0,3
3,2,0,260.862,263.358,0,3
2,5,0,76.9774,117.94,0,3
2,5,0,222.961,163.5,0,3
2,5,0,27.4526,120.987,0,3
2,5,0,282.67,200.139,0,3
2,5,0,51.953,121.144,0,3
2,5,0,249.087,179.001,0,3
1,2,0,150.951,130.809,0,3
2,5,0,233.082,121.58,0,3
1,2,0,70.6287,135.732,0,3
2,5,0,116.308,144.292,0,3
2,5,0,196.369,186.413,0,3
2,5,0,115.027,125.864,0,3
1,2,0,145.832,138.934,0,3
2,5,0,46.4846,132.519,0,3
2,5,0,149.435,120.999,0,3
2,5,0,215.12,159.07,0,3
2,5,0,240.781,121.298,0,3
2,5,0,38.274,121.318,0,3
2,5,0,222.877,110.684,0,3
2,5,0,122.171,138.161,0,3
2,5,0,142.421,121.612,0,3
2,5,0,154.587,146.797,0,3
3,2,0,256.592,255.417,0,3
2,5,0,145.586,121.142,0,3
2,5,0,149.493,112.628,0,3
1,2,0,127.094,145.192,0,3
2,5,0,179.842,141.845,0,3
2,5,0,235.649,121.054,0,3
2,5,0,162.446,135.741,0,3
1,2,0,98.5934,125.545,0,3
3,2,0,87.3607,101.444,0,3
2,5,0,235.578,116.847,0,3
1,2,0,155.987,135.813,0,3
2,5,0,152.331,88.424,0,3
2,5,0,231.253,155.791,0,3
2,5,0,266.717,120.008,0,3
2,5,0,340.31,285.895,0,3
2,5,0,210.204,120.827,0,3
1,2,0,75.9227,133.911,0,3
2,5,0,161.354,121.826,0,3
3,2,0,164.673,182.437,0,3
2,5,0,20.2591,121.24,0,3
2,5,0,122.777,126.992,0,3
2,5,0,160.516,108.273,0,3
1,2,0,147.787,130.549,0,3
2,5,0,205.834,207.837,0,3
2,5,0,40.2196,121.009,0,3
3,2,0,258.721,258.503,0,3
2,5,0,60.3822,118.6,0,3
3,2,0,52.4748,63.4655,0,3
2,5,0,114.684,156.392,0,3
2,5,0,38.9442,119.164,0,3
1,2,0,114.404,217.012,0,3
1,2,0,142.824,130.157,0,3
2,5,0,230.796,154.818,0,3
2,5,0,177.503,140.928,0,3
1,2,0,110.771,212.936,0,3
2,5,0,204.05,174.139,0,3
2,5,0,231.893,122.049,0,3
2,5,0,349.455,287.205,0,3
2,5,0,30.696,128.889,0,3
1,2,0,60.9016,141.529,0,3
1,2,0,97.7387,147.057,0,3
1,2,0,160.92,134.359,0,3
2,5,0,261.591,117.321,0,3
2,5,0,226.276,139.988,0,3
1,2,0,130.34,127.785,0,3
2,5,0,143.786,121.29,0,3
2,5,0,200.121,117.096,0,3
2,5,0,125.971,149.552,0,3
2,5,0,234.005,121.365,0,3
2,5,0,147.254,114.306,0,3
2,5,0,281.511,253.466,0,3
2,5,0,153.374,165.597,0,3
2,5,0,152.957,121.024,0,3
2,5,0,314.167,272.03,0,3
2,5,0,263.218,187.852,0,3
2,5,0,146.931,114.574,0,3
2,5,0,168.429,175.112,0,3
1,2,0,154.861,131.143,0,3
2,5,0,150.894,111.731,0,3
2,5,0,176.322,140.031,0,3
2,5,0,62.7614,121.558,0,3
2,5,0,37.4904,121.665,0,3
2,5,0,227.859,121.874,0,3
2,5,0,345.47,229.804,0,3
2,5,0,150.511,92.9231,0,3
1,2,0,144.428,129.44,0,3
2,5,0,169.587,104.313,0,3
3,2,0,227.47,221.931,0,3
2,5,0,226.562,148.982,0,3
2,5,0,61.396,123.369,0,3
1,2,0,90.8301,160.776,0,3
2,5,0,90.8863,132.265,0,3
2,5,0,21.2705,123.865,0,3
2,5,0,148.317,121.032,0,3
2,5,0,23.3213,120.546,0,3
2,5,0,235.669,121.052,0,3
2,5,0,189.824,129.106,0,3
2,5,0,295.549,210.707,0,3
1,2,0,150.743,137.401,0,3
2,5,0,256.442,129.431,0,3
2,5,0,232.55,121.769,0,3
2,5,0,318.26,228.61,0,3
3,2,0,210.542,203.939,0,3
2,5,0,319.75,275.126,0,3
1,2,0,146.663,138.671,0,3
1,2,0,156.54,131.14,0,3
2,5,0,277.44,197.725,0,3
2,5,0,275.486,253.407,0,3
2,5,0,139.821,116.311,0,3
1,2,0,148.994,130.647,0,3
2,5,0,270.803,192.966,0,3
2,5,0,251.945,180.978,0,3
2,5,0,168.393,162.615,0,3
2,5,0,21.3365,121.212,0,3
2,5,0,25.6002,123.47,0,3
2,5,0,27.8641,110.833,0,3
2,5,0,60.9794,122.484,0,3
2,5,0,145.208,121.247,0,3
2,5,0,56.5966,134.882,0,3
2,5,0,213.67,140.298,0,3
2,5,0,162.242,108.081,0,3
2,5,0,268.523,191.221,0,3
2,5,0,207.45,136.781,0,3
2,5,0,224.548,184.726,0,3
2,5,0,225.634,131.87,0,3
2,5,0,224.898,120.289,0,3
2,5,0,21.3899,120.989,0,3
2,5,0,256.935,114.911,0,3
2,5,0,156.541,157.601,0,3
2,5,0,119.541,126.47,0,3
2,5,0,95.8731,144.127,0,3
2,5,0,142.837,121.546,0,3
2,5,0,268.652,191.584,0,3
2,5,0,282.998,201.129,0,3
2,5,0,282.636,201.169,0,3
2,5,0,218.797,121.74,0,3
2,5,0,241.504,121.419,0,3
2,5,0,239.213,173.127,0,3
3,2,0,154.178,146.557,0,3
2,5,0,154.633,120.691,0,3
2,5,0,149.699,120.896,0,3
2,5,0,118.482,125.115,0,3
2,5,0,278.686,198.362,0,3
2,5,0,213.914,108.006,0,3
2,5,0,295.885,216.655,0,3
3,2,0,255.244,264.035,0,3
2,5,0,271.446,189.843,0,3
2,5,0,235.419,121.079,0,3
2,5,0,246.669,122.766,0,3
2,5,0,231.725,156.757,0,3
2,5,0,18.8408,121.25,0,3
2,5,0,232.87,103.058,0,3
2,5,0,210.008,210.365,0,3
2,5,0,172.822,136.895,0,3
2,5,0,278.411,198.367,0,3
2,5,0,210.174,170.104,0,3
2,5,0,313.747,211.849,0,3
2,5,0,282.756,201.277,0,3
2,5,0,150.68,131.495,0,3
2,5,0,46.385,121.055,0,3
2,5,0,235.831,120.956,0,3
1,2,0,73.2749,134.76,0,3
2,5,0,43.644,125.149,0,3
2,5,0,332.657,282.068,0,3
2,5,0,167.425,120.35,0,3
2,5,0,222.747,163.264,0,3
2,5,0,180.615,126.101,0,3
1,2,0,160.314,134.535,0,3
3,2,0,236.634,240.739,0,3
2,5,0,20.1831,126.516,0,3
1,2,0,130.876,143.873,0,3
2,5,0,236.583,117.421,0,3
2,5,0,196.008,186.789,0,3
3,2,0,240.586,236.291,0,3
1,2,0,69.5783,164.395,0,3
2,5,0,309.504,224.151,0,3
2,5,0,221.016,162.426,0,3
2,5,0,258.288,167.415,0,3
2,5,0,242.13,171.848,0,3
1,2,0,87.0501,186.315,0,3
2,5,0,254.114,126.419,0,3
2,5,0,273.899,194.644,0,3
1,2,0,146.884,138.602,0,3
2,5,0,108.339,147.084,0,3
2,5,0,209.152,150.101,0,3
2,5,0,26.6465,111.189,0,3
2,5,0,125.322,139.527,0,3
1,2,0,59.0773,148.518,0,3
2,5,0,349.712,230.094,0,3
2,5,0,247.743,110.266,0,3
2,5,0,122.724,147.752,0,3
3,2,0,235.01,248.225,0,3
1,2,0,74.4219,134.379,0,3
2,5,0,197.287,131.936,0,3
2,5,0,225.818,133.381,0,3
2,5,0,226.192,130.159,0,3
2,5,0,200.927,108.671,0,3
2,5,0,225.986,156.055,0,3
2,5,0,145.523,144.012,0,3
2,5,0,202.789,192.431,0,3
2,5,0,141.692,121.745,0,3
2,5,0,176.732,140.634,0,3
2,5,0,239.306,143.272,0,3
2,5,0,141.795,121.719,0,3
2,5,0,241.261,121.373,0,3
2,5,0,117.748,126.426,0,3
2,5,0,270.899,193.411,0,3
1,2,0,143.137,139.793,0,3
2,5,0,236.578,121.014,0,3
1,2,0,109.236,159.799,0,3
3,2,0,260.053,260.806,0,3
2,5,0,223.875,183.095,0,3
2,5,0,237.64,120.991,0,3
2,5,0,213.197,158.46,0,3
1,2,0,72.8356,168.557,0,3
2,5,0,282.899,201.081,0,3
3,2,0,24.136,41.1279,0,3
2,5,0,239.15,223.54,0,3
2,5,0,126.917,116.519,0,3
2,5,0,184.618,106.421,0,3
3,2,0,247.355,261.038,0,3
2,5,0,263.314,118.221,0,3
3,2,0,21.2541,38.867,0,3
3,2,0,172.179,189.673,0,3
2,5,0,145.821,115.548,0,3
2,5,0,226.24,139.984,0,3
2,5,0,92.0159,124.061,0,3
2,5,0,220.821,175.773,0,3
2,5,0,86.6489,131.138,0,3
1,2,0,156.787,135.574,0,3
2,5,0,195.135,87.9804,0,3
2,5,0,166.619,116.389,0,3
2,5,0,241.135,121.35,0,3
2,5,0,235.812,224.9,0,3
2,5,0,257.054,183.965,0,3
1,2,0,125.432,228.232,0,3
1,2,0,93.7762,191.277,0,3
2,5,0,22.6314,112.456,0,3
2,5,0,192.813,123.986,0,3
1,2,0,104.372,152.083,0,3
2,5,0,256.688,184.481,0,3
2,5,0,271.948,193.702,0,3
2,5,0,240.331,121.218,0,3
2,5,0,149.401,131.238,0,3
2,5,0,94.3636,146.609,0,3
1,2,0,101.733,125.659,0,3
1,2,0,78.5148,133.175,0,3
1,2,0,161.627,134.155,0,3
2,5,0,204.258,107.696,0,3
2,5,0,228.071,150.126,0,3
2,5,0,258.397,115.664,0,3
2,5,0,201.832,119.286,0,3
2,5,0,163.061,83.7365,0,3
2,5,0,94.0473,124.215,0,3
2,5,0,144.153,121.365,0,3
2,5,0,220.34,109.753,0,3
2,5,0,240.821,121.305,0,3
2,5,0,277.709,197.062,0,3
2,5,0,143.032,118.382,0,3
1,2,0,99.3064,125.569,0,3
2,5,0,26.0755,124.603,0,3
2,5,0,238.047,121.004,0,3
2,5,0,178.331,170.065,0,3
1,2,0,79.3358,125.627,0,3
1,2,0,77.5308,133.444,0,3
2,5,0,189.346,128.859,0,3
2,5,0,68.1541,118.278,0,3
2,5,0,198.413,195.357,0,3
1,2,0,76.1331,133.848,0,3
2,5,0,261.64,117.346,0,3
2,5,0,227.563,120.399,0,3
2,5,0,141.719,121.733,0,3
2,5,0,62.8126,118.496,0,3
2,5,0,144.149,121.365,0,3
2,5,0,227.488,166.198,0,3
2,5,0,236.188,171.402,0,3
2,5,0,344.628,229.567,0,3
2,5,0,136.485,116.354,0,3
2,5,0,155.759,85.9812,0,3
2,5,0,335.182,283.367,0,3
2,5,0,241.55,171.092,0,3
1,2,0,72.4283,168.058,0,3
1,2,0,72.6307,126.247,0,3
2,5,0,63.4801,121.589,0,3
3,2,0,230.163,233.76,0,3
2,5,0,163.282,136,0,3
1,2,0,73.5562,126.119,0,3
2,5,0,281.514,199.44,0,3
2,5,0,241.261,121.377,0,3
2,5,0,263.234,118.179,0,3
2,5,0,208.36,196.366,0,3
3,2,0,146.146,139.269,0,3
2,5,0,91.0103,128.486,0,3
1,2,0,142.927,130.165,0,3
2,5,0,240.147,121.197,0,3
1,2,0,87.4693,180.56,0,3
2,5,0,45.9274,119.834,0,3
2,5,0,23.0593,121.613,0,3
2,5,0,193.415,124.723,0,3
2,5,0,138.573,128.908,0,3
2,5,0,281.529,200.204,0,3
2,5,0,233.956,103.567,0,3
3,2,0,16.102,34.8333,0,3
2,5,0,50.9801,121.164,0,3
1,2,0,135.606,128.361,0,3
2,5,0,203.578,119.645,0,3
2,5,0,33.549,124.141,0,3
1,2,0,75.2133,134.128,0,3
1,2,0,140.983,129.002,0,3
